SSN,LotID,PanelID,Product,Config,ProcessDate,EqpID,Chamber,Slot,Recipe,Anneal_Temp,O2_Flow,Etch_Time,Pressure,RF_Power,Gas_Ratio,Thickness_Pre,CD_Pre
SSN2026001141,LOT0029,PNL00347,OLED_B,CFG_STD,2026-02-11,EQP05,CH4,6,RCP_B,508.25,89.95,58.8,1.3946,455.58,1.2081,722.02,53.673
SSN2026001142,LOT0080,PNL00142,OLED_B,CFG_STD,2026-02-09,EQP03,CH4,3,,490.73,86.25,63.03,1.5971,457.57,0.9146,727.28,50.286
SSN2026001143,LOT0072,PNL00326,OLED_C,CFG_STD,2026-01-28,EQP04,CH2,7,RCP_A,531.24,82.93,57.62,1.5133,469.0,1.0355,691.44,49.921
SSN2026001144,LOT0029,PNL00317,OLED_A,CFG_STD,2026-03-25,EQP04,CH3,12,RCP_C,534.64,88.0,60.47,1.5045,476.93,0.8602,690.56,53.659
SSN2026001145,LOT0042,PNL00004,OLED_C,CFG_STD,2026-01-22,EQP02,CH1,3,RCP_B,496.07,96.72,51.71,1.4845,429.64,1.0267,709.14,51.747
SSN2026001146,LOT0046,PNL00397,OLED_B,CFG_STD,2026-03-11,EQP02,CH3,5,RCP_A,509.11,76.9,60.0,1.349,417.98,0.996,672.95,51.115
SSN2026001147,LOT0066,PNL00550,OLED_B,CFG_HIGH,2026-03-11,EQP03,,6,RCP_B,497.63,74.33,60.24,1.4346,502.97,1.121,698.55,52.827
SSN2026001148,LOT0059,PNL00655,OLED_B,CFG_STD,2026-01-22,EQP01,CH2,10,RCP_B,508.05,73.86,69.89,1.7597,397.56,0.996,742.35,52.757
SSN2026001149,LOT0073,PNL00232,OLED_C,CFG_STD,2026-01-02,EQP04,CH1,12,RCP_B,541.86,89.96,50.13,1.4821,512.32,1.1211,673.85,49.114
SSN2026001150,LOT0032,PNL00616,OLED_C,CFG_STD,2026-01-23,EQP01,CH4,2,RCP_B,505.53,91.03,58.46,1.5401,388.13,0.9481,701.84,54.131
SSN2026001151,LOT0043,PNL00615,OLED_A,CFG_STD,2026-01-25,EQP05,CH2,6,RCP_B,508.42,77.7,67.08,1.8526,434.54,1.0074,695.78,50.72
SSN2026001152,LOT0037,PNL00691,OLED_C,CFG_STD,2026-03-09,EQP04,CH3,10,RCP_C,484.92,64.91,58.67,1.3819,489.01,1.009,758.13,54.73
SSN2026001153,LOT0078,PNL00261,OLED_B,CFG_STD,2026-02-17,EQP02,CH2,1,RCP_B,531.34,76.6,59.06,1.6411,455.01,1.0696,697.09,48.966
SSN2026001154,LOT0026,PNL00595,OLED_B,CFG_HIGH,2026-02-08,EQP01,CH2,10,RCP_C,447.79,86.38,,1.5977,408.92,1.0595,698.48,52.103
SSN2026001155,LOT0050,PNL00395,OLED_C,CFG_STD,2026-02-12,EQP04,CH1,3,RCP_B,,81.47,54.87,1.7219,469.92,1.0878,685.26,51.147
SSN2026001156,LOT0011,PNL00041,OLED_A,CFG_LOW,2026-03-27,EQP03,CH4,7,RCP_C,499.27,83.44,49.96,1.3102,457.35,1.0513,710.22,47.747
SSN2026001157,LOT0073,PNL00189,OLED_B,CFG_STD,2026-03-26,EQP01,CH4,12,,489.42,77.81,56.54,1.3844,447.44,1.0829,716.48,52.751
SSN2026001158,LOT0033,PNL00470,OLED_A,CFG_STD,2026-01-03,EQP03,CH1,8,RCP_A,518.82,90.11,54.56,1.5563,433.16,0.9582,688.74,47.845
SSN2026001159,LOT0029,PNL00113,OLED_A,CFG_STD,2026-03-17,EQP05,CH3,12,RCP_A,524.23,84.75,60.65,1.7515,453.79,1.0611,733.73,50.946
SSN2026001160,LOT0050,PNL00304,OLED_C,CFG_STD,2026-02-02,EQP04,CH2,8,RCP_B,490.41,86.69,55.67,1.5086,434.63,1.1587,716.51,53.598
SSN2026001161,LOT0043,PNL00542,OLED_A,CFG_STD,2026-03-09,EQP04,CH1,3,RCP_A,538.5,83.27,57.36,1.4608,540.21,0.8956,730.45,50.493
SSN2026001162,LOT0073,PNL00105,OLED_A,CFG_LOW,2026-03-30,EQP03,CH2,9,RCP_B,490.23,86.19,57.51,1.6503,446.6,1.0691,702.12,49.783
SSN2026001163,LOT0046,PNL00348,OLED_A,CFG_STD,2026-02-16,EQP01,CH1,8,RCP_B,533.62,85.67,59.74,1.6744,441.92,1.0841,715.84,53.021
SSN2026001164,LOT0044,PNL00151,OLED_B,CFG_HIGH,2026-02-26,EQP05,CH1,4,RCP_C,502.4,74.58,57.09,1.5516,436.04,1.1469,704.89,51.026
SSN2026001165,LOT0009,PNL00376,OLED_C,CFG_STD,2026-02-08,EQP04,CH3,1,RCP_A,496.94,84.98,54.16,1.4184,517.19,1.0881,744.98,50.73
SSN2026001166,LOT0002,PNL00169,OLED_C,CFG_STD,2026-01-07,EQP03,CH1,8,RCP_B,506.45,88.33,60.47,1.5362,397.63,1.038,712.79,53.922
SSN2026001167,LOT0034,PNL00675,OLED_A,CFG_STD,2026-01-04,EQP04,CH4,7,RCP_A,504.46,91.24,65.87,1.5459,467.58,1.0644,710.21,49.282
SSN2026001168,LOT0085,PNL00054,OLED_B,CFG_STD,2026-02-02,EQP02,CH3,10,RCP_B,516.33,85.33,60.71,1.7515,446.62,0.9712,699.0,50.627
SSN2026001169,LOT0078,PNL00674,OLED_B,CFG_STD,2026-03-15,EQP04,CH4,2,RCP_A,490.28,74.28,56.65,1.4914,405.18,0.999,697.62,53.146
SSN2026001170,LOT0054,PNL00554,OLED_B,CFG_LOW,2026-01-31,EQP05,CH3,7,RCP_B,509.26,75.51,59.32,1.5973,426.33,0.9231,715.71,49.159
SSN2026001171,LOT0054,PNL00599,OLED_A,CFG_HIGH,2026-02-08,EQP02,CH4,10,RCP_B,500.67,78.52,48.72,1.4769,466.09,1.149,729.67,54.873
SSN2026001172,LOT0034,PNL00596,OLED_A,CFG_LOW,2026-02-17,EQP01,CH2,11,RCP_B,493.56,83.52,59.23,1.8236,424.75,1.066,693.57,51.088
SSN2026001173,LOT0016,PNL00132,OLED_B,CFG_STD,2026-01-29,EQP04,CH3,12,RCP_B,499.92,81.02,57.8,1.6185,464.08,0.9567,713.04,53.162
SSN2026001174,LOT0001,PNL00651,OLED_B,CFG_HIGH,2026-02-14,EQP05,CH2,3,RCP_A,486.6,73.01,54.87,1.6493,515.52,1.0517,714.42,53.158
SSN2026001175,LOT0029,PNL00416,OLED_B,CFG_STD,2026-02-24,EQP05,CH4,3,RCP_A,498.28,72.96,55.86,1.5236,460.97,1.1227,718.6,51.211
SSN2026001176,LOT0027,PNL00673,OLED_B,CFG_HIGH,2026-03-18,EQP05,CH1,7,RCP_A,511.92,65.21,57.74,1.5302,404.13,1.1094,669.02,50.59
SSN2026001177,LOT0017,PNL00614,OLED_C,CFG_LOW,2026-03-09,EQP02,CH3,6,RCP_C,501.93,57.04,65.46,1.29,425.36,0.9558,687.81,51.418
SSN2026001178,LOT0023,PNL00406,OLED_B,CFG_HIGH,2026-03-15,EQP05,CH3,3,RCP_C,531.59,80.95,66.01,1.2119,445.01,0.7793,677.22,52.854
SSN2026001179,LOT0003,PNL00262,OLED_A,CFG_LOW,2026-02-17,EQP02,CH2,2,RCP_A,469.63,100.56,54.9,1.6702,442.67,1.0616,710.79,49.626
SSN2026001180,LOT0052,PNL00082,OLED_C,CFG_HIGH,2026-03-04,EQP03,CH4,2,RCP_A,512.51,96.37,57.15,1.5294,460.32,0.9591,688.38,49.214
SSN2026001181,LOT0079,PNL00071,OLED_C,CFG_STD,2026-01-14,EQP05,CH2,5,RCP_A,505.1,74.17,57.29,1.5448,465.94,1.0798,698.09,54.32
SSN2026001182,LOT0059,PNL00273,OLED_A,CFG_HIGH,2026-01-14,EQP05,CH1,9,RCP_B,526.05,83.2,64.45,1.4501,515.57,1.106,681.34,50.104
SSN2026001183,LOT0039,PNL00567,OLED_B,CFG_STD,2026-03-24,EQP04,CH3,1,RCP_A,516.46,70.28,60.8,1.4116,454.87,1.1191,700.32,52.173
SSN2026001184,LOT0036,PNL00354,OLED_A,CFG_LOW,2026-02-24,EQP03,CH2,2,RCP_A,502.36,71.5,60.51,1.6475,414.67,1.1696,683.02,51.116
SSN2026001185,LOT0027,PNL00337,OLED_B,CFG_HIGH,2026-01-11,EQP03,CH1,4,RCP_A,507.76,72.42,62.95,1.7288,495.38,1.1289,728.19,51.2
SSN2026001186,LOT0013,PNL00171,OLED_A,CFG_STD,2026-02-06,EQP05,CH1,11,RCP_A,493.09,80.2,56.72,1.4454,499.21,1.17,721.5,54.218
SSN2026001187,LOT0051,PNL00395,OLED_B,CFG_STD,2026-03-29,EQP05,CH1,12,RCP_A,514.82,80.54,67.5,1.6006,463.14,1.1403,713.61,51.338
SSN2026001188,LOT0049,PNL00447,OLED_A,CFG_STD,2026-01-02,EQP02,CH3,6,RCP_A,474.94,84.02,59.99,1.5428,446.38,1.1473,702.75,50.822
SSN2026001189,LOT0001,PNL00687,OLED_B,CFG_STD,2026-02-09,EQP01,CH4,1,RCP_B,525.43,87.31,55.29,1.5855,476.79,1.0267,661.1,50.988
SSN2026001190,LOT0036,PNL00510,OLED_C,CFG_STD,2026-03-17,EQP05,CH3,1,RCP_B,512.63,79.3,58.74,1.8222,447.61,0.9269,699.0,50.543
SSN2026001191,LOT0024,PNL00425,OLED_A,CFG_HIGH,2026-03-27,EQP05,CH1,11,RCP_A,497.21,82.29,66.78,1.4656,383.05,1.2286,691.73,
SSN2026001192,LOT0015,PNL00637,OLED_C,CFG_STD,2026-02-03,EQP01,CH3,6,RCP_B,509.28,73.25,57.66,1.7489,474.72,1.035,715.93,50.551
SSN2026001193,LOT0060,PNL00298,OLED_C,CFG_LOW,2026-03-24,EQP03,CH4,1,RCP_B,510.45,71.24,65.22,1.6458,486.23,1.1283,724.87,54.66
SSN2026001194,LOT0045,PNL00654,OLED_C,CFG_STD,2026-03-06,EQP03,CH3,11,RCP_B,,70.01,56.56,1.598,505.44,0.986,717.79,52.852
SSN2026001195,LOT0054,PNL00259,OLED_A,CFG_STD,2026-02-06,EQP01,CH2,7,RCP_C,551.74,87.19,55.79,1.6346,429.42,1.1071,740.31,50.844
SSN2026001196,LOT0061,PNL00090,OLED_C,CFG_STD,2026-03-12,EQP04,CH1,5,RCP_A,524.52,79.3,63.63,1.5548,462.92,0.8344,696.36,53.365
SSN2026001197,LOT0084,PNL00292,OLED_A,CFG_LOW,2026-03-14,EQP05,CH4,6,RCP_C,490.95,67.03,55.19,1.4584,463.67,0.9972,695.37,48.484
SSN2026001198,LOT0069,PNL00091,OLED_A,CFG_STD,2026-01-25,EQP02,CH4,3,RCP_B,523.08,81.5,64.52,1.7655,457.99,1.0221,734.91,54.114
SSN2026001199,LOT0053,PNL00083,OLED_C,CFG_STD,2026-01-09,EQP04,CH1,12,RCP_B,523.77,72.01,61.93,1.7499,459.02,1.067,713.99,53.961
SSN2026001200,LOT0075,PNL00616,OLED_B,CFG_STD,2026-03-12,EQP01,CH4,10,RCP_A,490.2,95.28,55.2,1.6642,456.3,1.1158,704.07,55.749
SSN2026001201,LOT0041,PNL00556,OLED_B,CFG_HIGH,2026-01-08,EQP02,CH1,3,RCP_A,484.83,77.37,59.61,1.0535,462.41,0.9425,754.32,53.422
SSN2026001202,LOT0084,PNL00155,OLED_A,CFG_STD,2026-03-12,EQP03,CH1,9,RCP_A,503.99,87.45,56.98,1.5728,480.92,1.0828,723.87,
SSN2026001203,LOT0065,PNL00586,OLED_C,CFG_HIGH,2026-02-02,EQP05,CH3,3,RCP_C,512.92,90.71,61.92,1.4955,497.71,1.1281,705.43,53.953
SSN2026001204,LOT0056,PNL00049,OLED_B,CFG_HIGH,2026-03-05,EQP05,CH3,6,RCP_B,487.21,,70.38,1.5958,428.53,1.2177,693.54,50.311
SSN2026001205,LOT0077,PNL00199,OLED_B,CFG_HIGH,2026-02-24,EQP05,CH2,9,RCP_A,493.47,82.61,57.96,1.5932,448.97,1.0865,741.84,50.749
SSN2026001206,LOT0044,PNL00494,OLED_C,CFG_STD,2026-01-04,EQP05,CH4,1,RCP_B,522.16,86.43,62.94,1.6313,440.21,0.9932,714.97,51.378
SSN2026001207,LOT0062,PNL00213,OLED_A,CFG_STD,2026-01-01,EQP05,CH4,9,RCP_A,505.67,82.92,60.13,1.6013,435.2,0.9283,710.59,54.101
SSN2026001208,LOT0025,PNL00511,OLED_A,CFG_STD,2026-02-26,EQP02,CH1,3,RCP_A,527.66,84.89,60.13,1.4878,398.44,1.1763,726.23,49.874
SSN2026001209,LOT0082,PNL00612,OLED_B,CFG_STD,2026-02-16,EQP01,CH3,9,RCP_B,490.42,71.36,59.09,1.7798,455.85,1.089,731.12,49.672
SSN2026001210,LOT0053,PNL00047,OLED_C,CFG_HIGH,2026-01-04,EQP05,CH4,6,RCP_B,,86.43,55.28,1.6935,471.78,1.0282,723.2,51.949
SSN2026001211,LOT0067,PNL00017,OLED_A,CFG_STD,2026-03-29,EQP01,CH3,1,RCP_B,488.39,,61.84,1.6651,449.57,0.9004,731.22,52.863
SSN2026001212,LOT0040,PNL00658,OLED_A,CFG_STD,2026-01-22,EQP03,CH4,10,RCP_B,480.53,84.8,58.41,1.6592,454.69,0.9555,720.83,50.164
SSN2026001213,LOT0074,PNL00364,OLED_A,CFG_STD,2026-03-19,EQP04,CH3,4,RCP_B,512.06,89.36,55.02,1.7389,469.65,1.0805,723.32,52.774
SSN2026001214,LOT0007,PNL00355,OLED_C,CFG_STD,2026-01-11,EQP01,CH1,12,RCP_C,481.85,87.35,65.58,2.0126,504.39,1.0583,692.44,54.1
SSN2026001215,LOT0010,PNL00325,OLED_A,CFG_STD,2026-01-21,EQP05,CH1,11,RCP_A,504.38,84.79,60.54,1.5065,440.31,0.8743,753.45,53.781
SSN2026001216,LOT0044,PNL00304,OLED_B,CFG_HIGH,2026-02-17,EQP02,CH4,3,RCP_B,511.82,87.14,58.75,1.7188,413.99,1.0806,680.39,52.171
SSN2026001217,LOT0063,PNL00483,OLED_C,CFG_STD,2026-02-17,EQP02,CH4,8,RCP_B,509.87,87.51,67.37,1.6209,451.83,0.9045,717.43,51.328
SSN2026001218,LOT0069,PNL00406,OLED_A,CFG_LOW,2026-02-24,EQP02,CH1,5,RCP_A,491.52,93.96,49.9,1.75,520.92,1.1383,677.92,54.798
SSN2026001219,LOT0038,PNL00115,OLED_B,CFG_HIGH,2026-01-16,EQP03,CH1,8,RCP_A,511.92,81.73,67.0,1.6517,414.37,1.0467,707.64,51.529
SSN2026001220,LOT0056,PNL00439,OLED_B,CFG_STD,2026-01-24,EQP03,CH3,7,RCP_A,499.92,83.31,55.16,1.4449,477.75,0.9929,696.29,53.287
SSN2026001221,LOT0048,PNL00468,OLED_C,CFG_STD,2026-01-24,EQP01,CH1,4,RCP_A,522.66,89.46,61.16,1.7997,495.53,1.1092,713.26,55.221
SSN2026001222,LOT0082,PNL00080,OLED_A,CFG_STD,2026-02-09,EQP01,CH1,8,RCP_B,510.11,78.08,56.77,1.3478,372.21,1.0583,718.2,53.087
SSN2026001223,LOT0056,PNL00264,OLED_A,CFG_STD,2026-03-25,EQP03,CH4,4,RCP_A,489.57,71.32,54.92,1.5965,469.36,1.136,687.05,49.606
SSN2026001224,LOT0036,PNL00553,OLED_A,CFG_STD,2026-02-11,EQP02,CH4,11,RCP_B,486.0,85.95,67.23,1.5165,476.12,1.0364,709.29,49.146
SSN2026001225,LOT0083,PNL00433,OLED_B,CFG_LOW,2026-03-31,EQP04,CH4,12,RCP_A,502.25,80.35,70.21,1.7459,445.64,1.0411,743.45,50.935
SSN2026001226,LOT0010,PNL00096,OLED_B,CFG_HIGH,2026-01-23,EQP05,CH3,2,RCP_A,484.69,72.34,58.78,1.5503,432.37,1.0072,678.51,52.848
SSN2026001227,LOT0084,PNL00029,OLED_A,CFG_STD,2026-01-22,EQP01,CH2,9,RCP_A,483.4,86.0,61.85,1.4247,434.33,1.051,689.5,52.345
SSN2026001228,LOT0014,PNL00407,OLED_A,CFG_STD,2026-01-10,EQP01,CH4,12,RCP_A,513.44,93.45,60.31,1.488,443.5,1.1658,730.66,55.693
SSN2026001229,LOT0025,PNL00323,OLED_C,CFG_STD,2026-01-20,EQP04,CH2,2,RCP_C,471.56,68.96,69.52,1.3843,444.43,0.9898,711.86,52.327
SSN2026001230,LOT0070,PNL00672,OLED_A,CFG_LOW,2026-01-29,EQP01,CH2,9,RCP_A,527.6,90.18,48.38,1.4833,437.82,1.0818,713.63,50.878
SSN2026001231,LOT0063,PNL00366,OLED_A,CFG_STD,2026-02-04,EQP04,CH4,12,RCP_A,507.56,61.7,62.07,1.4806,442.94,0.9596,734.54,49.347
SSN2026001232,LOT0083,PNL00652,OLED_B,CFG_HIGH,2026-03-06,EQP03,CH3,3,RCP_A,504.3,78.8,56.0,1.4299,496.68,0.8647,690.94,53.743
SSN2026001233,LOT0064,PNL00150,OLED_A,CFG_HIGH,2026-02-10,EQP03,CH4,7,RCP_A,488.44,96.72,47.04,1.5524,412.49,1.0466,697.54,51.488
SSN2026001234,LOT0055,PNL00313,OLED_A,CFG_STD,2026-03-03,EQP04,CH1,10,RCP_B,525.23,79.37,58.02,1.6469,393.78,1.0596,694.58,48.638
SSN2026001235,LOT0030,PNL00098,OLED_B,CFG_STD,2026-01-09,EQP05,CH4,5,RCP_B,512.95,82.72,70.16,1.4804,497.24,1.0212,701.64,51.542
SSN2026001236,LOT0001,PNL00402,OLED_A,CFG_STD,2026-03-27,EQP01,CH3,3,RCP_A,494.02,88.1,56.39,1.321,448.28,0.9103,742.15,49.608
SSN2026001237,LOT0011,PNL00132,OLED_B,CFG_LOW,2026-01-14,EQP01,CH3,5,RCP_B,,68.27,64.35,1.6373,441.41,1.0543,669.17,50.691
SSN2026001238,LOT0026,PNL00345,OLED_B,CFG_STD,2026-01-04,EQP04,,5,RCP_B,486.08,82.58,66.59,1.6638,451.11,1.0513,681.34,51.512
SSN2026001239,LOT0004,PNL00241,OLED_B,CFG_HIGH,2026-02-08,EQP01,CH2,9,RCP_C,473.83,82.51,59.93,1.5576,462.32,0.9589,677.22,49.78
SSN2026001240,LOT0044,PNL00130,OLED_A,CFG_HIGH,2026-02-28,EQP03,CH3,5,RCP_B,495.08,96.9,60.66,1.6661,436.66,0.9217,743.64,50.574
SSN2026001241,LOT0067,PNL00068,OLED_C,CFG_HIGH,2026-01-22,EQP03,CH3,5,RCP_A,510.59,72.11,50.56,1.7087,472.71,1.0098,695.25,50.086
SSN2026001242,LOT0082,PNL00358,OLED_A,CFG_STD,2026-01-15,EQP02,CH4,12,RCP_B,512.95,78.95,56.06,1.7196,421.32,1.0822,702.16,50.137
SSN2026001243,LOT0042,PNL00663,OLED_B,CFG_STD,2026-03-18,EQP03,CH4,7,RCP_C,516.78,74.57,64.99,1.7916,444.44,1.0633,671.25,49.585
SSN2026001244,LOT0075,PNL00139,OLED_A,CFG_HIGH,2026-03-16,EQP01,CH3,12,RCP_A,490.28,73.72,60.33,1.8921,377.49,0.9595,703.7,50.583
SSN2026001245,LOT0084,PNL00284,OLED_B,CFG_STD,2026-03-09,EQP02,CH1,9,RCP_C,509.19,91.02,62.02,1.259,496.03,1.041,730.8,49.8
SSN2026001246,LOT0074,PNL00158,OLED_A,CFG_LOW,2026-01-20,EQP01,CH1,11,RCP_C,498.18,82.21,60.73,1.2063,448.84,1.101,716.07,52.615
SSN2026001247,LOT0040,PNL00566,OLED_A,CFG_STD,2026-02-18,EQP05,CH4,3,RCP_A,489.91,77.56,72.06,1.5191,478.45,0.9362,707.41,51.882
SSN2026001248,LOT0028,PNL00291,OLED_B,CFG_STD,2026-03-04,EQP05,CH4,12,RCP_B,519.16,77.86,57.63,1.6605,471.68,1.0351,672.44,53.77
SSN2026001249,LOT0084,PNL00682,OLED_A,CFG_HIGH,2026-02-08,EQP02,CH4,12,RCP_B,511.94,77.49,68.83,1.5909,474.24,1.1372,702.13,55.085
SSN2026001250,LOT0021,PNL00172,OLED_A,CFG_STD,2026-01-17,EQP01,CH1,1,RCP_B,502.93,78.21,60.73,1.6844,454.73,0.928,713.53,52.787
SSN2026001251,LOT0035,PNL00057,OLED_B,CFG_STD,2026-03-16,EQP02,CH2,5,RCP_B,513.67,71.88,69.32,1.5676,468.59,1.1224,686.2,52.354
SSN2026001252,LOT0007,PNL00408,OLED_C,CFG_STD,2026-03-26,EQP05,CH3,5,RCP_C,497.93,79.93,53.26,1.3867,421.36,1.1595,725.72,52.907
SSN2026001253,LOT0068,PNL00456,OLED_A,CFG_STD,2026-01-15,EQP05,CH3,6,RCP_B,510.54,79.13,61.02,1.5349,414.01,1.0122,731.24,52.387
SSN2026001254,LOT0056,PNL00693,OLED_C,CFG_LOW,2026-03-05,EQP04,CH1,10,RCP_B,506.4,75.94,57.83,1.576,451.46,1.0026,697.31,51.595
SSN2026001255,LOT0008,PNL00610,OLED_B,CFG_STD,2026-03-21,EQP05,CH3,9,,484.12,83.24,60.77,1.6212,431.21,1.1126,727.42,51.444
SSN2026001256,LOT0019,PNL00619,OLED_C,CFG_STD,2026-02-18,EQP01,CH1,3,RCP_A,506.2,83.92,66.72,1.4616,504.89,1.0151,707.37,49.559
SSN2026001257,LOT0048,PNL00444,OLED_B,CFG_STD,2026-01-05,EQP03,CH2,8,RCP_C,487.16,77.55,62.08,1.4353,468.13,0.8417,737.53,53.094
SSN2026001258,LOT0046,PNL00252,OLED_B,CFG_LOW,2026-03-04,EQP04,CH1,12,RCP_B,496.67,80.85,66.71,1.6684,429.92,1.0221,758.82,51.441
SSN2026001259,LOT0069,PNL00300,OLED_B,CFG_STD,2026-03-25,EQP01,CH1,6,RCP_A,501.15,99.27,56.31,1.4961,445.5,1.0676,683.75,54.254
SSN2026001260,LOT0023,PNL00094,OLED_B,CFG_LOW,2026-01-24,EQP03,CH1,12,RCP_C,511.74,98.96,55.47,1.604,459.66,1.0892,728.47,53.239
SSN2026001261,LOT0079,PNL00302,OLED_C,CFG_LOW,2026-01-13,EQP02,CH4,8,RCP_C,502.97,73.57,60.09,1.3597,452.62,0.9595,741.32,50.311
SSN2026001262,LOT0038,PNL00255,OLED_A,CFG_STD,2026-01-23,EQP01,CH3,12,RCP_B,504.5,74.68,59.79,1.4636,464.51,1.0084,686.7,53.869
SSN2026001263,LOT0070,PNL00026,OLED_A,CFG_HIGH,2026-03-15,EQP02,CH4,11,RCP_A,495.86,73.52,58.98,1.5566,457.4,1.1082,696.2,46.635
SSN2026001264,LOT0021,PNL00143,OLED_A,CFG_HIGH,2026-02-20,EQP05,CH2,1,RCP_B,523.17,90.46,54.73,1.6485,406.33,1.0252,695.93,55.167
SSN2026001265,LOT0004,PNL00374,OLED_C,CFG_STD,2026-01-02,EQP03,CH2,10,RCP_A,466.65,78.81,66.59,1.4162,379.72,0.9077,706.81,48.957
SSN2026001266,LOT0005,PNL00259,OLED_A,CFG_STD,2026-02-22,EQP01,CH2,3,RCP_A,517.76,83.92,58.0,1.6812,441.92,1.129,701.45,52.441
SSN2026001267,LOT0032,PNL00695,OLED_B,CFG_HIGH,2026-03-15,EQP04,CH3,10,RCP_B,483.02,97.98,67.84,1.831,474.62,1.0129,705.24,52.312
SSN2026001268,LOT0082,PNL00335,OLED_C,CFG_HIGH,2026-01-17,EQP03,CH2,10,RCP_C,477.35,81.92,60.07,1.3947,442.32,1.1173,730.11,53.635
SSN2026001269,LOT0005,PNL00671,OLED_C,CFG_HIGH,2026-02-22,EQP02,CH3,4,RCP_A,496.77,87.65,63.57,1.6985,498.28,0.9184,664.5,50.875
SSN2026001270,LOT0032,PNL00462,OLED_A,CFG_LOW,2026-01-21,EQP02,CH4,1,RCP_C,534.72,86.16,63.07,1.1841,453.36,1.0203,686.63,47.424
SSN2026001271,LOT0010,PNL00029,OLED_B,CFG_STD,2026-01-02,EQP03,CH4,6,RCP_C,526.84,,55.47,1.5991,502.5,1.0708,726.08,50.878
SSN2026001272,LOT0080,PNL00143,OLED_C,CFG_HIGH,2026-02-06,EQP05,CH1,4,RCP_A,516.3,90.47,62.02,1.4171,495.32,1.023,723.27,51.084
SSN2026001273,LOT0058,PNL00494,OLED_A,CFG_LOW,2026-03-11,EQP04,CH2,7,RCP_A,510.7,75.2,70.61,1.6371,491.8,0.9354,684.59,47.607
SSN2026001274,LOT0065,PNL00382,OLED_B,CFG_STD,2026-03-02,EQP03,CH1,1,RCP_B,483.2,92.72,61.38,1.4846,412.88,0.8391,723.43,51.586
SSN2026001275,LOT0061,PNL00211,OLED_A,CFG_STD,2026-01-10,EQP02,CH1,1,RCP_B,515.51,77.3,64.96,1.5918,455.6,1.1519,741.84,49.456
SSN2026001276,LOT0056,PNL00365,OLED_B,CFG_STD,2026-01-17,EQP01,CH3,6,RCP_A,496.21,78.18,63.81,1.4228,497.8,1.0498,708.82,52.733
SSN2026001277,LOT0066,PNL00632,OLED_B,CFG_LOW,2026-02-18,EQP01,CH3,10,RCP_B,499.93,73.29,61.69,1.5743,464.53,1.1233,685.81,51.032
SSN2026001278,LOT0001,PNL00272,OLED_A,CFG_STD,2026-01-29,EQP01,CH3,4,RCP_B,515.48,74.61,61.03,1.8196,474.4,1.1043,731.0,55.226
SSN2026001279,LOT0074,PNL00032,OLED_A,CFG_HIGH,2026-01-30,EQP05,CH1,4,,505.46,78.59,63.01,1.587,406.42,1.0777,751.35,51.013
SSN2026001280,LOT0063,PNL00218,OLED_A,CFG_STD,2026-02-09,EQP03,CH4,2,RCP_B,526.91,62.55,64.2,1.8532,522.16,1.0043,688.73,52.318
SSN2026001281,LOT0063,PNL00655,OLED_A,CFG_STD,2026-03-10,EQP01,CH4,4,RCP_A,474.02,80.13,52.56,1.4737,427.3,1.0692,710.94,51.095
SSN2026001282,LOT0034,PNL00533,OLED_B,CFG_HIGH,2026-02-21,EQP05,CH2,4,RCP_A,506.2,77.94,61.36,1.699,385.2,1.1446,736.16,48.416
SSN2026001283,LOT0069,PNL00586,OLED_A,CFG_STD,2026-03-18,EQP01,CH4,4,RCP_A,490.93,88.32,58.99,1.3249,442.71,1.0366,712.77,51.111
SSN2026001284,LOT0033,PNL00638,OLED_A,CFG_LOW,2026-01-10,EQP04,CH1,5,RCP_C,493.45,85.38,57.85,1.4356,369.34,1.1821,668.06,52.931
SSN2026001285,LOT0005,PNL00083,OLED_B,CFG_STD,2026-02-11,EQP01,CH3,4,RCP_C,504.87,76.34,67.13,1.4057,417.02,0.91,720.64,52.644
SSN2026001286,LOT0078,PNL00198,OLED_B,CFG_LOW,2026-02-19,EQP03,CH4,9,RCP_B,495.12,78.33,55.97,1.7845,544.55,0.9014,686.51,50.943
SSN2026001287,LOT0020,PNL00042,OLED_B,CFG_STD,2026-03-10,EQP03,CH4,5,RCP_A,507.63,80.12,52.33,1.5422,441.7,1.109,679.5,48.732
SSN2026001288,LOT0009,PNL00004,OLED_C,CFG_LOW,2026-02-16,EQP05,CH4,10,RCP_B,509.6,93.89,64.38,1.3494,405.03,0.9645,668.53,52.724
SSN2026001289,LOT0053,PNL00584,OLED_A,CFG_HIGH,2026-03-24,EQP04,CH2,8,RCP_A,494.43,75.42,52.19,1.3628,455.89,1.1935,738.57,52.297
SSN2026001290,LOT0020,PNL00655,OLED_C,CFG_STD,2026-03-17,EQP03,CH4,8,RCP_A,497.47,76.24,49.4,1.3985,423.58,1.137,689.97,53.102
SSN2026001291,LOT0073,PNL00109,OLED_A,CFG_STD,2026-03-04,EQP03,CH3,8,,502.53,72.97,65.0,1.6321,485.26,1.157,718.0,50.979
SSN2026001292,LOT0038,PNL00505,OLED_B,CFG_STD,2026-02-05,EQP04,CH1,12,RCP_C,487.71,70.14,60.87,1.5666,423.87,1.1008,723.89,48.3
