SSN,InspectDate,DPU,CD,THK,Taper,Brightness_Drift,Flicker_NG,Defect_Mode
SSN2026001005,2026-01-21,2.0,53.564,711.732,86.336,-0.2436,0,Normal
SSN2026001006,2026-03-21,4.0,56.116,717.085,85.989,0.4304,0,Normal
SSN2026001007,2026-01-21,6.0,52.379,729.552,84.45,-0.1809,0,Particle
SSN2026001008,2026-02-12,2.0,58.178,675.232,86.134,0.0474,0,Normal
SSN2026001009,2026-02-19,1.0,53.923,698.172,83.932,0.237,0,Normal
SSN2026001010,2026-03-14,4.0,52.534,715.168,86.484,-0.3383,1,Flicker
SSN2026001011,2026-01-24,0.0,57.581,721.817,86.752,0.6469,0,Brightness
SSN2026001012,2026-02-05,4.0,51.61,741.415,85.535,-0.0118,0,Normal
SSN2026001013,2026-03-16,4.0,54.747,719.532,84.238,0.4711,0,Normal
SSN2026001014,2026-01-31,0.0,53.721,697.134,87.868,0.0375,0,Normal
SSN2026001015,2026-03-04,1.0,59.563,722.175,87.101,0.595,0,Brightness
SSN2026001016,2026-02-10,2.0,53.263,712.945,83.593,0.105,0,Normal
SSN2026001018,2026-02-21,4.0,52.756,727.78,85.991,-0.314,0,Normal
SSN2026001019,2026-02-09,2.0,55.435,716.223,83.812,0.1906,0,Normal
SSN2026001020,2026-01-25,3.0,56.839,715.471,86.773,0.6389,0,Brightness
SSN2026001021,2026-03-26,5.0,58.865,737.134,85.792,0.7357,0,Brightness
SSN2026001022,2026-03-15,5.0,58.819,723.825,86.492,0.0024,0,Normal
SSN2026001023,2026-01-30,2.0,56.14,732.009,86.017,0.2783,0,Normal
SSN2026001024,2026-02-24,8.0,52.258,773.781,87.166,-0.0895,0,Particle
SSN2026001025,2026-03-12,2.0,60.348,734.092,87.019,0.1809,0,Normal
SSN2026001026,2026-01-08,6.0,54.27,691.589,85.677,0.2336,0,Particle
SSN2026001027,2026-01-16,0.0,52.385,722.901,86.49,0.0411,0,Normal
SSN2026001028,2026-02-19,0.0,56.394,720.147,84.723,0.3635,0,Normal
SSN2026001029,2026-03-27,1.0,53.398,732.082,84.543,0.6143,0,Brightness
SSN2026001030,2026-03-27,2.0,53.448,741.343,87.093,-0.0495,0,Normal
SSN2026001031,2026-02-12,0.0,54.154,676.822,85.619,-0.4088,0,
SSN2026001032,2026-03-10,3.0,56.253,752.704,87.541,-0.2167,0,Normal
SSN2026001033,2026-02-17,1.0,53.069,746.452,87.194,0.0834,0,
SSN2026001034,2026-03-29,1.0,52.379,720.876,87.817,-0.0923,1,Flicker
SSN2026001035,2026-02-26,1.0,51.267,729.233,86.841,0.1478,0,Normal
SSN2026001036,2026-03-27,2.0,56.304,695.458,86.758,0.0082,1,Flicker
SSN2026001037,2026-02-08,2.0,55.609,707.079,84.25,0.3633,0,Normal
SSN2026001038,2026-03-28,4.0,53.403,733.441,84.296,0.2326,0,Normal
SSN2026001039,2026-03-10,1.0,52.414,718.221,88.761,0.8269,0,Brightness
SSN2026001040,2026-03-12,0.0,57.701,717.398,87.182,0.3653,0,Normal
SSN2026001041,2026-01-08,4.0,56.948,719.961,86.501,-0.0486,0,Normal
SSN2026001042,2026-03-16,3.0,51.625,741.786,86.305,-0.385,0,Normal
SSN2026001043,2026-01-20,3.0,54.608,743.297,83.786,-0.0858,0,Normal
SSN2026001044,2026-04-01,4.0,57.107,,85.996,0.7002,0,Brightness
SSN2026001045,2026-01-20,8.0,53.128,722.641,86.54,0.5796,1,Brightness
SSN2026001046,2026-03-18,5.0,55.515,755.758,84.214,-0.0675,1,Flicker
SSN2026001047,2026-03-04,3.0,55.053,720.273,84.123,0.1203,0,Normal
SSN2026001048,2026-02-08,3.0,50.81,749.436,87.539,0.3361,0,Normal
SSN2026001049,2026-03-28,1.0,54.947,696.307,85.811,0.0134,0,Normal
SSN2026001050,2026-02-08,2.0,53.97,713.151,86.266,0.5171,0,Normal
SSN2026001051,2026-01-09,3.0,57.363,687.795,85.692,-0.1219,1,Flicker
SSN2026001052,2026-01-13,4.0,52.967,737.777,85.445,-0.1604,0,Normal
SSN2026001053,2026-03-21,3.0,55.146,741.33,87.629,-0.0471,0,Normal
SSN2026001054,2026-02-10,7.0,58.203,703.565,85.577,0.0879,0,Particle
SSN2026001055,2026-03-20,2.0,61.127,733.605,86.349,0.1071,0,Normal
SSN2026001056,2026-01-09,6.0,57.52,747.203,86.485,0.5803,1,Brightness
SSN2026001057,2026-01-11,7.0,52.701,716.981,,-0.189,1,Flicker
SSN2026001058,2026-03-31,6.0,55.667,716.912,84.542,-0.1103,0,Particle
SSN2026001059,2026-01-15,3.0,55.978,734.577,86.921,-0.1912,0,Normal
SSN2026001060,2026-03-04,,54.447,694.306,84.69,0.0441,1,Flicker
SSN2026001061,2026-02-07,4.0,51.156,705.945,86.777,-0.1038,0,Normal
SSN2026001062,2026-02-17,1.0,49.641,760.7,86.915,-0.3485,0,Normal
SSN2026001063,2026-01-13,3.0,52.517,682.195,88.761,-0.1925,0,Normal
SSN2026001064,2026-01-30,3.0,55.327,716.852,85.698,0.1097,0,Normal
SSN2026001065,2026-03-12,3.0,54.908,723.228,86.145,0.5525,0,Brightness
SSN2026001066,2026-02-25,2.0,55.843,714.141,85.483,0.2591,1,Flicker
SSN2026001067,2026-02-22,2.0,55.075,710.607,88.989,0.605,1,Brightness
SSN2026001068,2026-03-31,1.0,57.228,748.101,86.489,-0.3284,0,Normal
SSN2026001069,2026-02-11,2.0,56.697,716.09,85.781,0.3569,1,Flicker
SSN2026001070,2026-03-17,1.0,55.552,731.576,86.14,0.281,0,Normal
SSN2026001071,2026-03-11,3.0,55.536,752.321,85.195,-0.0157,0,Normal
SSN2026001072,2026-02-15,3.0,68.52199999999999,704.978,86.843,-0.0673,0,Normal
SSN2026001073,2026-01-30,0.0,54.791,685.526,85.872,0.1848,0,Normal
SSN2026001074,2026-02-05,8.0,56.368,751.533,84.864,0.2089,1,Flicker
SSN2026001075,2026-03-22,0.0,55.694,708.491,85.593,0.2599,0,Normal
SSN2026001076,2026-02-02,4.0,53.626,733.789,84.946,-0.2766,1,Flicker
SSN2026001077,2026-03-01,5.0,53.681,685.341,86.853,0.458,0,Particle
SSN2026001078,2026-01-19,2.0,54.964,715.743,87.163,0.0806,0,Normal
SSN2026001079,2026-02-08,5.0,53.658,695.831,86.41,,0,Particle
SSN2026001080,2026-03-28,1.0,55.144,708.989,,0.4871,0,Normal
SSN2026001081,2026-02-19,2.0,53.643,677.363,87.236,1.0124,0,Normal
SSN2026001082,2026-03-20,8.0,54.787,684.861,85.611,0.1494,0,Particle
SSN2026001083,2026-01-25,1.0,55.743,695.604,84.82,-0.0059,0,Normal
SSN2026001084,2026-03-13,5.0,55.255,653.297,86.295,-0.0235,0,Normal
SSN2026001085,2026-04-05,4.0,50.743,670.606,87.775,0.221,0,Normal
SSN2026001086,2026-03-28,10.0,,733.679,85.62,0.1064,0,Particle
SSN2026001087,2026-02-16,2.0,53.603,718.572,84.68,-0.2315,0,Normal
SSN2026001088,2026-03-04,4.0,54.441,677.497,86.994,-0.0246,1,Flicker
SSN2026001089,2026-03-27,4.0,56.824,725.284,84.994,-0.1545,0,Normal
SSN2026001090,2026-03-19,2.0,53.539,691.195,84.552,-0.3042,0,Normal
SSN2026001091,2026-04-01,3.0,58.93,729.081,83.525,0.0107,0,Normal
SSN2026001092,2026-01-07,1.0,53.775,704.747,86.305,0.509,0,Normal
SSN2026001093,2026-02-20,1.0,47.286,699.587,86.462,0.1657,0,Normal
SSN2026001095,2026-03-14,5.0,54.664,773.001,85.514,0.1136,0,Particle
SSN2026001096,2026-01-18,1.0,54.081,697.605,85.391,0.144,1,Flicker
SSN2026001097,2026-02-26,2.0,52.83,711.908,85.743,-0.2019,0,Normal
SSN2026001098,2026-01-20,0.0,54.778,728.201,86.623,-0.1246,1,Flicker
SSN2026001099,2026-01-15,4.0,53.042,701.749,86.123,-0.1573,0,Normal
SSN2026001100,2026-01-15,5.0,52.393,673.374,85.547,-0.1945,0,Particle
SSN2026001101,2026-03-31,2.0,58.02,696.029,88.182,-0.1451,0,Normal
SSN2026001102,2026-01-26,2.0,54.283,722.329,85.164,0.0023,0,Normal
SSN2026001103,2026-02-17,3.0,53.938,702.845,84.716,-0.2321,0,Normal
SSN2026001104,2026-01-31,7.0,53.856,702.544,86.367,-0.3744,0,Particle
SSN2026001105,2026-03-29,2.0,56.157,738.991,84.519,-0.3982,0,Normal
SSN2026001106,2026-03-28,2.0,49.058,693.468,87.396,0.1161,0,Normal
SSN2026001107,2026-03-04,1.0,55.251,711.935,85.204,0.3175,1,Flicker
SSN2026001108,2026-03-21,2.0,52.799,679.698,83.5,0.2803,0,Normal
SSN2026001109,2026-01-13,3.0,52.359,710.966,85.514,0.0087,1,Flicker
SSN2026001110,2026-04-07,3.0,51.773,720.956,84.603,0.6324,1,Brightness
SSN2026001111,2026-02-08,1.0,52.879,730.449,84.682,0.309,0,Normal
SSN2026001112,2026-02-13,5.0,54.527,682.18,85.231,0.2108,0,Particle
SSN2026001113,2026-01-24,3.0,55.462,704.559,85.966,0.2149,0,Normal
SSN2026001114,2026-03-27,0.0,51.58,674.42,83.804,0.4519,0,Normal
SSN2026001115,2026-01-18,2.0,52.341,699.401,85.509,0.4832,0,Normal
SSN2026001116,2026-03-23,5.0,58.329,743.955,87.563,-0.0084,0,Particle
SSN2026001117,2026-03-08,1.0,51.802,705.086,86.308,0.3826,1,Flicker
SSN2026001118,2026-03-16,2.0,55.947,677.716,85.696,-0.1453,1,Flicker
SSN2026001119,2026-01-08,1.0,51.734,692.755,87.14,0.3869,0,Normal
SSN2026001120,2026-03-13,3.0,52.958,670.506,83.985,0.349,0,Normal
SSN2026001121,2026-04-03,3.0,55.962,681.153,86.41,-0.1032,0,Normal
SSN2026001122,2026-02-06,7.0,53.035,726.41,85.807,0.5748,1,Brightness
SSN2026001123,2026-02-13,2.0,51.118,676.011,86.298,0.413,0,Normal
SSN2026001124,2026-01-13,3.0,58.462,721.79,86.348,-0.1485,0,Normal
SSN2026001125,2026-02-21,3.0,58.404,716.534,86.515,0.748,1,Normal
SSN2026001126,2026-03-06,3.0,50.088,683.285,88.62,0.128,0,Normal
SSN2026001127,2026-01-29,0.0,52.113,714.114,86.629,-0.0699,0,Normal
SSN2026001128,2026-03-11,1.0,56.384,685.168,85.597,0.434,1,Flicker
SSN2026001129,2026-01-12,10.0,54.021,734.149,84.358,-0.0537,0,Scratch
SSN2026001130,2026-03-05,6.0,58.366,672.747,86.128,,1,Flicker
SSN2026001131,2026-02-27,0.0,57.853,700.446,86.821,0.1814,0,Normal
SSN2026001132,2026-01-27,4.0,56.606,703.205,85.863,-0.032,0,Normal
SSN2026001133,2026-02-06,3.0,51.97,723.48,85.384,-0.0431,0,Normal
SSN2026001134,2026-01-27,2.0,55.824,714.655,86.196,0.0317,0,Normal
SSN2026001135,2026-03-03,0.0,52.288,661.97,85.33,0.2858,1,Flicker
SSN2026001136,2026-03-02,5.0,55.665,721.868,87.622,-0.0923,0,Particle
SSN2026001137,2026-02-25,6.0,56.456,660.918,88.431,0.1058,1,Flicker
SSN2026001138,2026-01-19,2.0,53.035,699.3,85.631,0.066,0,Normal
SSN2026001139,2026-01-26,3.0,56.848,695.632,85.2,0.0629,1,Scratch
SSN2026001140,2026-03-17,4.0,61.007,698.667,87.529,0.2372,0,Normal
SSN2026001141,2026-02-17,2.0,55.42,715.137,86.854,0.2591,0,Normal
SSN2026001142,2026-02-11,2.0,55.043,728.742,86.401,0.5096,0,Normal
SSN2026001143,2026-02-04,6.0,54.228,701.313,85.22,-0.3354,0,Normal
SSN2026001144,2026-03-29,3.0,56.008,694.402,83.754,0.5698,0,Brightness
SSN2026001145,2026-01-29,2.0,51.118,701.748,86.935,0.1317,0,Normal
SSN2026001146,2026-03-14,0.0,54.992,682.217,85.048,-0.248,1,Flicker
SSN2026001147,2026-03-15,2.0,56.043,698.132,86.297,0.0472,0,Scratch
SSN2026001148,2026-01-27,6.0,61.834,741.662,84.968,0.3371,0,Normal
SSN2026001149,2026-01-07,4.0,50.381,673.685,84.871,0.001,0,Normal
SSN2026001150,2026-01-25,4.0,55.636,702.93,85.447,0.2117,0,Normal
SSN2026001151,2026-01-28,6.0,58.228,692.719,84.634,0.6174,0,Brightness
SSN2026001152,2026-03-11,0.0,56.812,748.311,85.985,0.3546,1,Flicker
SSN2026001153,2026-02-22,6.0,52.687,707.971,84.356,0.2523,0,Particle
SSN2026001154,2026-02-11,2.0,51.566,700.486,89.089,0.533,1,Flicker
SSN2026001155,2026-02-13,0.0,52.682,690.086,86.432,0.2425,0,Normal
SSN2026001156,2026-03-30,1.0,50.003,716.102,86.168,0.32,0,Normal
SSN2026001157,2026-03-29,5.0,51.532,725.843,87.809,0.4658,0,Particle
SSN2026001158,2026-01-07,3.0,51.58,684.136,84.882,0.0979,1,Flicker
SSN2026001159,2026-03-24,4.0,55.007,728.444,85.616,-0.0351,0,Normal
SSN2026001160,2026-02-09,5.0,54.164,712.056,86.161,0.1652,0,Normal
SSN2026001161,2026-03-14,0.0,53.899,737.337,82.863,-0.0031,0,Normal
SSN2026001162,2026-04-06,2.0,51.89,697.388,86.269,0.1506,0,Normal
SSN2026001163,2026-02-17,0.0,54.34,712.642,83.436,0.4914,0,Normal
SSN2026001164,2026-03-05,3.0,52.859,704.334,85.226,0.523,1,Flicker
SSN2026001165,2026-02-12,4.0,52.749,744.001,86.794,-0.104,0,Normal
SSN2026001166,2026-01-10,0.0,56.141,717.928,85.715,0.167,0,Normal
SSN2026001167,2026-01-07,2.0,56.619,710.221,86.139,-0.0158,0,Normal
SSN2026001168,2026-02-05,1.0,55.23,,85.716,0.6091,0,Brightness
SSN2026001169,2026-03-21,5.0,52.969,698.069,85.619,-0.143,0,Particle
SSN2026001170,2026-02-04,1.0,55.845,725.251,86.172,0.383,0,Normal
SSN2026001171,2026-02-09,0.0,51.143,729.539,85.356,0.1747,0,Normal
SSN2026001172,2026-02-24,4.0,55.213,695.766,86.254,0.3662,0,Normal
SSN2026001173,2026-02-03,0.0,55.573,708.607,84.886,0.2547,0,Normal
SSN2026001174,2026-02-17,0.0,53.917,714.333,87.595,-0.0042,0,Normal
SSN2026001175,2026-03-01,2.0,53.052,713.167,85.137,-0.2801,1,Flicker
SSN2026001176,2026-03-21,2.0,53.577,668.438,84.685,-0.0306,0,Normal
SSN2026001177,2026-03-14,0.0,58.586,687.555,85.338,0.417,1,Flicker
SSN2026001178,2026-03-16,2.0,58.124,685.959,84.308,0.3629,0,Normal
SSN2026001179,2026-02-19,9.0,51.547,699.841,88.003,0.2286,0,Particle
SSN2026001180,2026-03-07,5.0,54.789,680.573,86.158,0.0329,0,Particle
SSN2026001181,2026-01-20,2.0,53.663,700.752,85.915,-0.1549,0,Normal
SSN2026001182,2026-01-20,5.0,55.225,687.369,85.461,0.0629,0,Normal
SSN2026001183,2026-03-30,2.0,56.38,703.361,85.597,-0.0939,0,Normal
SSN2026001184,2026-02-28,9.0,54.517,687.357,85.449,0.0718,0,Particle
SSN2026001185,2026-01-14,0.0,56.652,725.899,85.334,0.0961,0,Normal
SSN2026001186,2026-02-10,4.0,55.715,722.045,87.847,-0.2845,0,Scratch
SSN2026001188,2026-01-06,0.0,54.791,696.833,88.422,-0.0026,0,Normal
SSN2026001189,2026-02-14,5.0,53.967,665.538,85.491,-0.0114,0,Particle
SSN2026001190,2026-03-24,2.0,54.759,711.555,85.891,0.1629,0,Normal
SSN2026001191,2026-03-30,6.0,57.646,695.468,86.719,-0.0615,0,Particle
SSN2026001192,2026-02-04,1.0,55.718,718.223,85.781,0.3281,0,Normal
SSN2026001193,2026-03-27,4.0,58.111,729.397,86.947,0.3604,0,Normal
SSN2026001194,2026-03-12,2.0,54.093,707.185,83.926,0.459,1,Flicker
SSN2026001195,2026-02-10,5.0,54.301,747.969,83.376,0.5272,0,Normal
SSN2026001196,2026-03-15,6.0,57.969,704.312,83.548,-0.284,0,Normal
SSN2026001197,2026-03-18,0.0,53.158,694.337,85.77,0.4556,1,Flicker
SSN2026001198,2026-01-27,1.0,56.97,735.462,86.277,0.3242,0,Normal
SSN2026001199,2026-01-15,6.0,57.549,709.368,85.336,0.3951,0,Particle
SSN2026001200,2026-03-17,0.0,53.996,698.39,86.729,0.107,0,Normal
SSN2026001201,2026-01-15,3.0,54.666,749.757,87.269,-0.5007,0,Normal
SSN2026001202,2026-03-13,0.0,54.008,729.351,85.042,-0.0438,0,Particle
SSN2026001203,2026-02-07,4.0,56.658,715.718,85.204,0.6642,0,Brightness
SSN2026001204,2026-03-06,1.0,61.067,702.127,85.974,0.3392,1,Flicker
SSN2026001205,2026-02-25,4.0,54.198,734.609,86.471,-0.0541,0,Normal
SSN2026001206,2026-01-10,6.0,55.656,712.581,85.48,0.3683,0,Particle
SSN2026001207,2026-01-04,2.0,54.852,705.614,86.3,-0.2237,0,Normal
SSN2026001208,2026-03-01,1.0,54.614,723.517,85.832,0.0077,0,Normal
SSN2026001209,2026-02-18,0.0,52.981,721.248,87.096,0.4297,1,Flicker
SSN2026001210,2026-01-05,0.0,52.335,725.278,81.403,0.1887,0,Normal
SSN2026001211,2026-04-03,7.0,55.981,733.121,88.459,0.2637,0,Particle
SSN2026001212,2026-01-26,0.0,53.577,712.126,86.837,,0,Normal
SSN2026001213,2026-03-24,3.0,53.647,729.092,85.698,0.2881,1,Flicker
SSN2026001214,2026-01-13,2.0,57.589,696.896,87.465,0.6724,0,Normal
SSN2026001215,2026-01-28,5.0,53.721,755.167,86.218,0.0014,0,Particle
SSN2026001216,2026-02-18,1.0,53.158,687.33,85.627,0.3721,0,Normal
SSN2026001217,2026-02-21,1.0,58.332,709.233,85.757,0.1634,0,Normal
SSN2026001218,2026-02-28,1.0,50.68,671.071,85.817,0.1102,0,Particle
SSN2026001219,2026-01-17,1.0,,708.828,87.525,-0.1581,0,Normal
SSN2026001220,2026-01-29,1.0,54.884,697.443,86.793,-0.2348,0,Normal
SSN2026001221,2026-01-29,1.0,57.17,722.348,84.979,0.0218,0,Normal
SSN2026001222,2026-02-13,0.0,53.859,714.131,87.075,0.0103,0,Normal
SSN2026001223,2026-03-28,2.0,,681.13,86.122,-0.1924,1,Flicker
SSN2026001224,2026-02-18,20.0,57.51,706.149,87.791,0.1875,0,Normal
SSN2026001225,2026-04-02,7.0,58.489,738.37,85.749,0.2618,0,Particle
SSN2026001226,2026-01-29,4.0,55.653,669.195,87.52,0.0843,1,Flicker
SSN2026001227,2026-01-25,6.0,56.784,684.286,87.614,-0.3524,0,Normal
SSN2026001228,2026-01-13,3.0,54.512,730.59,83.741,-0.217,0,Normal
SSN2026001229,2026-01-22,9.0,59.777,716.814,86.933,0.532,1,Flicker
SSN2026001230,2026-02-03,5.0,49.785,710.926,85.834,-0.0433,0,Normal
SSN2026001231,2026-02-06,8.0,,740.06,85.658,-0.2174,0,Particle
SSN2026001232,2026-03-09,0.0,55.504,699.108,87.543,-0.2489,1,Flicker
SSN2026001233,2026-02-14,1.0,50.727,691.916,87.976,-0.0585,0,Normal
SSN2026001235,2026-01-15,1.0,59.497,706.489,85.291,0.2107,0,Normal
SSN2026001236,2026-03-30,1.0,52.578,744.471,87.895,-0.1482,1,Flicker
SSN2026001237,2026-01-21,3.0,56.279,670.413,86.905,0.2409,0,Normal
SSN2026001238,2026-01-09,0.0,57.253,673.61,86.921,0.1321,0,Normal
SSN2026001239,2026-02-10,3.0,54.969,676.572,89.024,0.7694,0,Brightness
SSN2026001240,2026-03-05,2.0,56.74,738.982,87.368,0.3474,0,Normal
SSN2026001241,2026-01-26,3.0,51.622,694.888,86.566,0.1715,1,Flicker
SSN2026001242,2026-01-19,4.0,53.518,702.93,85.599,0.1979,0,Normal
SSN2026001243,2026-03-24,0.0,54.77,676.133,84.789,0.6367,0,Brightness
SSN2026001244,2026-03-21,4.0,53.339,710.605,86.092,0.3073,0,Normal
SSN2026001245,2026-03-16,0.0,56.409,728.784,84.77,0.4357,0,Normal
SSN2026001246,2026-01-27,3.0,56.992,717.627,87.842,0.1052,1,Flicker
SSN2026001247,2026-02-24,1.0,61.112,696.399,86.914,-0.1141,0,Normal
SSN2026001248,2026-03-08,2.0,54.219,682.331,84.292,0.1071,0,Normal
SSN2026001249,2026-02-12,5.0,61.107,702.868,86.335,0.1561,1,Flicker
SSN2026001250,2026-01-24,1.0,56.3,710.288,85.765,0.3028,0,Normal
SSN2026001251,2026-03-23,3.0,60.467,687.391,84.991,0.2887,0,Normal
SSN2026001252,2026-03-29,2.0,50.674,726.277,87.975,0.1496,0,Normal
SSN2026001253,2026-01-20,2.0,55.981,727.522,84.67,0.3658,1,Flicker
SSN2026001254,2026-03-10,2.0,55.536,704.244,86.092,0.211,1,Flicker
SSN2026001255,2026-03-22,0.0,55.787,727.657,86.81,0.1644,0,Normal
SSN2026001256,2026-02-19,1.0,58.413,712.648,85.365,-0.0647,0,Normal
SSN2026001257,2026-01-06,5.0,56.388,731.546,85.973,0.5804,0,Brightness
SSN2026001258,2026-03-06,3.0,58.163,752.21,86.544,0.5836,0,Brightness
SSN2026001259,2026-04-01,1.0,55.185,682.699,85.576,-0.2243,0,Particle
SSN2026001260,2026-01-27,4.0,52.784,733.624,86.039,0.6474,0,Brightness
SSN2026001261,2026-01-20,0.0,54.091,745.167,86.087,0.2689,0,Normal
SSN2026001262,2026-01-27,4.0,55.088,682.362,85.795,0.1132,1,Flicker
SSN2026001263,2026-03-19,4.0,53.333,698.668,85.897,0.0283,0,Normal
SSN2026001264,2026-02-22,7.0,52.123,691.739,85.983,0.4486,0,Particle
SSN2026001265,2026-01-07,3.0,58.018,698.201,88.853,-0.2483,1,Particle
SSN2026001266,2026-02-27,4.0,54.178,703.051,84.724,-0.1035,0,Normal
SSN2026001267,2026-03-18,0.0,59.537,692.958,86.3,0.485,0,Normal
SSN2026001268,2026-01-23,5.0,53.765,721.337,86.243,0.3201,0,Normal
SSN2026001269,2026-02-27,0.0,57.213,671.412,87.347,-0.0056,0,Normal
SSN2026001270,2026-01-26,1.0,56.528,701.336,84.899,0.3183,0,Normal
SSN2026001271,2026-01-06,3.0,53.132,742.32,85.475,0.6883,1,Brightness
SSN2026001272,2026-02-11,4.0,55.85,728.273,85.232,-0.0893,0,Normal
SSN2026001274,2026-03-09,7.0,56.739,719.699,88.078,0.2776,0,Particle
SSN2026001275,2026-01-14,3.0,57.214,740.711,85.317,0.2501,1,Flicker
SSN2026001276,2026-01-19,1.0,57.57,713.505,86.259,-0.2293,0,Normal
SSN2026001277,2026-02-22,2.0,57.068,692.891,85.572,0.0888,0,Normal
SSN2026001278,2026-02-05,2.0,57.05,735.088,85.691,0.1929,0,Normal
SSN2026001279,2026-02-06,2.0,55.583,745.91,86.392,0.0404,0,Normal
SSN2026001280,2026-02-12,4.0,58.212,691.817,84.381,0.5246,1,Flicker
SSN2026001281,2026-03-17,1.0,51.373,702.309,87.642,,0,Normal
SSN2026001282,2026-02-24,5.0,54.883,733.132,85.765,-0.1438,0,Normal
SSN2026001283,2026-03-20,3.0,54.528,721.982,87.437,-0.3398,0,Normal
SSN2026001284,2026-01-12,2.0,55.191,659.84,85.663,0.5062,0,Normal
SSN2026001285,2026-02-13,1.0,60.051,734.437,85.179,0.4953,1,Flicker
SSN2026001286,2026-02-22,0.0,53.027,686.571,85.778,0.4275,0,Normal
SSN2026001287,2026-03-13,2.0,,676.918,85.731,-0.0868,0,Normal
SSN2026001288,2026-02-19,2.0,57.459,670.782,85.96,-0.052,0,Normal
SSN2026001290,2026-03-20,2.0,50.692,686.482,87.134,-0.2384,0,Normal
SSN2026001291,2026-03-08,2.0,56.749,717.309,87.245,-0.0034,0,Normal
SSN2026001293,2026-02-02,2.0,55.95,708.554,86.835,-0.0313,0,Particle
SSN2026001294,2026-02-20,2.0,53.32,716.187,85.101,0.1694,0,Normal
SSN2026001295,2026-02-12,2.0,51.091,708.936,86.218,0.5417,0,Normal
SSN2026001296,2026-01-10,8.0,53.091,710.754,84.38,0.0837,0,Particle
SSN2026001297,2026-01-28,0.0,55.568,684.61,85.573,-0.3106,0,Normal
SSN2026001298,2026-03-20,2.0,52.296,698.124,85.997,0.6876,0,Brightness
SSN2026001299,2026-02-17,7.0,54.657,711.032,86.449,0.1357,0,Particle
SSN2026001300,2026-03-28,3.0,53.518,707.913,87.21,0.0564,0,Normal
SSN2026001301,2026-01-25,1.0,55.164,719.867,86.466,0.273,1,Scratch
SSN2026001302,2026-04-02,5.0,54.079,737.992,86.102,0.7401,0,Brightness
SSN2026001303,2026-03-19,1.0,55.454,723.637,88.457,-0.1833,0,Normal
SSN2026001304,2026-02-07,4.0,57.615,693.897,85.031,0.4446,0,Normal
SSN2026001305,2026-02-27,1.0,54.111,665.499,87.25,-0.0599,0,Normal
SSN2026001306,2026-04-06,1.0,55.86,690.257,85.904,-0.2305,0,Normal
SSN2026001307,2026-03-03,5.0,54.824,680.107,86.192,0.3437,0,Particle
SSN2026001308,2026-03-28,0.0,49.89,703.416,83.578,-0.3618,0,Normal
SSN2026001309,2026-01-14,2.0,57.486,707.989,88.133,-0.0592,0,Normal
SSN2026001310,2026-01-18,2.0,55.9,707.593,87.656,-0.2472,0,Normal
SSN2026001311,2026-01-02,2.0,57.539,740.928,87.688,-0.34,0,Normal
SSN2026001312,2026-01-31,2.0,53.036,721.827,85.715,0.0709,0,Normal
SSN2026001313,2026-03-17,1.0,52.406,759.072,83.176,0.1386,1,Flicker
SSN2026001314,2026-03-29,4.0,52.289,723.365,85.024,-0.0888,0,Normal
SSN2026001315,2026-02-25,0.0,56.122,736.799,84.025,-0.1022,1,Flicker
SSN2026001316,2026-02-15,4.0,51.197,706.146,86.313,0.3811,0,Normal
SSN2026001317,2026-03-31,2.0,54.027,677.978,87.769,0.8376,0,Brightness
SSN2026001318,2026-02-28,3.0,56.241,710.397,85.558,-0.1417,1,Flicker
SSN2026001319,2026-02-23,4.0,52.881,713.095,84.914,-0.1184,0,Normal
SSN2026001320,2026-01-14,2.0,52.279,692.024,86.309,0.0203,1,Flicker
SSN2026001321,2026-01-26,1.0,57.31,691.264,85.195,-0.0091,1,Flicker
SSN2026001322,2026-03-08,2.0,57.734,723.333,86.371,-0.0481,1,Flicker
SSN2026001323,2026-03-10,1.0,56.997,687.173,87.562,0.3414,0,Normal
SSN2026001324,2026-02-16,3.0,57.625,671.63,84.589,0.1693,0,Normal
SSN2026001325,2026-03-12,1.0,54.059,695.866,86.459,-0.0256,0,Normal
SSN2026001326,2026-03-09,2.0,53.52,708.633,84.182,0.6551,0,Brightness
SSN2026001327,2026-01-07,2.0,53.797,679.455,84.538,-0.2457,0,Normal
SSN2026001328,2026-03-19,3.0,55.619,706.647,86.578,-0.1889,0,Normal
SSN2026001329,2026-03-05,0.0,55.125,724.533,86.134,-0.29,0,Normal
SSN2026001330,2026-01-22,1.0,55.318,725.662,84.555,-0.0342,0,Normal
SSN2026001331,2026-01-26,4.0,55.615,687.318,85.352,0.7068,0,Brightness
SSN2026001332,2026-04-03,6.0,58.229,679.325,86.58,-0.0074,0,Normal
SSN2026001333,2026-01-30,3.0,55.201,693.097,87.332,0.0963,0,Normal
SSN2026001334,2026-01-04,2.0,59.228,723.771,85.625,0.1414,0,Normal
SSN2026001335,2026-01-07,1.0,52.213,732.383,85.849,0.6375,0,Brightness
SSN2026001336,2026-01-27,6.0,50.293,715.732,85.609,0.0955,1,Flicker
SSN2026001337,2026-03-05,3.0,56.504,742.822,,0.2809,0,Normal
SSN2026001338,2026-02-12,3.0,52.799,752.447,88.47,-0.2141,0,Normal
SSN2026001339,2026-03-12,2.0,54.008,695.444,85.526,0.4443,0,Normal
SSN2026001340,2026-01-22,4.0,53.102,739.347,85.951,0.444,0,Normal
